timestamp,nthreads,nbodies,tend,dt,total_steps,output_steps,computation_time,min_time,max_time,avg_time,num_runs
2025-12-09 14:18:23, 8,3,100.000000,0.010000,10000,1001,0.984869,0.843279,1.240939,0.984869,5
