timestamp,gpu_info,nbodies,tend,dt,total_steps,output_steps,block_size,grid_size,computation_time,min_time,max_time,avg_time,num_runs
2025-12-19 04:22:51,"Tesla T4 (Compute 7.5)",400,10.000000,0.010000,1000,101,256,2,0.052724,0.005150,0.105226,0.052724,3
